# irsim weather v1
# SYNTHETIC clear mid-latitude summer day, 48 h from 2024-06-21T00:00Z, local = UTC+2.
# Generated by scripts/generate_weather.py (irsim.thermal.weather_io.synthetic_clear_day):
# sinusoidal T_air 295.15 +- 6 K (max 15:00 local), RH from a 12 C dew point, half-sine
# DNI 850 / DHI 110 W m^-2 peak between 05:30 and 21:00 local, wind 2.5 m/s, cloud 0.05,
# visibility 23 km. Not a measurement; a documented fixture (ADR 0032).
time_utc,t_air_k,rh_fraction,wind_speed_m_s,cloud_fraction,dni_w_m2,dhi_w_m2,visibility_m,precip_mm_h
2024-06-21T00:00:00Z,289.3544450422656,0.7613743178431833,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T01:00:00Z,289.15,0.7713773343359787,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T02:00:00Z,289.3544450422656,0.7613743178431833,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T03:00:00Z,289.95384757729335,0.732874996350204,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T04:00:00Z,290.9073593128807,0.6899699541221562,2.5,0.05,85.99307368931734,11.128515418617539,23000.0,0.0
2024-06-21T05:00:00Z,292.15,0.638221883748015,2.5,0.05,254.45865452735424,32.92994352706937,23000.0,0.0
2024-06-21T06:00:00Z,293.59708572938484,0.583370475057143,2.5,0.05,412.50666815141886,53.383215878418916,23000.0,0.0
2024-06-21T07:00:00Z,295.15,0.5303179013849527,2.5,0.05,553.6666103138888,71.65097309944444,23000.0,0.0
2024-06-21T08:00:00Z,296.7029142706151,0.48262488023860894,2.5,0.05,672.1593763970437,86.98533106314684,23000.0,0.0
2024-06-21T09:00:00Z,298.15,0.4424847652208983,2.5,0.05,763.1338586351303,98.75849935278157,23000.0,0.0
2024-06-21T10:00:00Z,299.39264068711924,0.4109961306426796,2.5,0.05,822.8655510362737,106.48848307528247,23000.0,0.0
2024-06-21T11:00:00Z,300.3461524227066,0.38854056271566084,2.5,0.05,848.9090310953949,109.8588157888158,23000.0,0.0
2024-06-21T12:00:00Z,300.9455549577344,0.3751326170371339,2.5,0.05,840.1980756788947,108.73151567609226,23000.0,0.0
2024-06-21T13:00:00Z,301.15,0.37067919670638627,2.5,0.05,797.0893123250185,103.15273453617885,23000.0,0.0
2024-06-21T14:00:00Z,300.9455549577344,0.3751326170371339,2.5,0.05,721.3476188705383,93.3508683244226,23000.0,0.0
2024-06-21T15:00:00Z,300.3461524227066,0.38854056271566084,2.5,0.05,616.0738691447522,79.72720659520323,23000.0,0.0
2024-06-21T16:00:00Z,299.39264068711924,0.4109961306426796,2.5,0.05,485.5779828305735,62.839503660427155,23000.0,0.0
2024-06-21T17:00:00Z,298.15,0.4424847652208983,2.5,0.05,335.2024768463208,43.379144062465045,23000.0,0.0
2024-06-21T18:00:00Z,296.7029142706151,0.48262488023860894,2.5,0.05,171.10374207536114,22.142837209752617,23000.0,0.0
2024-06-21T19:00:00Z,295.15,0.5303179013849527,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T20:00:00Z,293.59708572938484,0.583370475057143,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T21:00:00Z,292.15,0.638221883748015,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T22:00:00Z,290.9073593128807,0.6899699541221562,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-21T23:00:00Z,289.95384757729335,0.732874996350204,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-22T00:00:00Z,289.3544450422656,0.7613743178431833,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-22T01:00:00Z,289.15,0.7713773343359787,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-22T02:00:00Z,289.3544450422656,0.7613743178431833,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-22T03:00:00Z,289.95384757729335,0.732874996350204,2.5,0.05,0.0,0.0,23000.0,0.0
2024-06-22T04:00:00Z,290.9073593128807,0.6899699541221562,2.5,0.05,85.99307368931734,11.128515418617539,23000.0,0.0
2024-06-22T05:00:00Z,292.15,0.638221883748015,2.5,0.05,254.45865452735424,32.92994352706937,23000.0,0.0
2024-06-22T06:00:00Z,293.59708572938484,0.583370475057143,2.5,0.05,412.50666815141886,53.383215878418916,23000.0,0.0
2024-06-22T07:00:00Z,295.15,0.5303179013849527,2.5,0.05,553.6666103138888,71.65097309944444,23000.0,0.0
